Transfers of major conventional arms from All countries  to All countries . Deals with deliveries made for the year range '1950' to '1991' 
A '?' in a column indicates uncertain data. The 'Number delivered' and the 'Year(s) of deliveries' refer only to deliveries in the selected year(s).
An empty field for 'Number ordered' indicates that data is not yet available.
SIPRI trend-indicator values (TIVs) are in millions.
An empty field for 'SIPRI TIV for total order' indicates that data (on the number ordered and/or the TIV per unit) is not available.
A '0' for 'SIPRI TIV of delivered weapons' indicates that the volume of deliveries is between 0 and 0.5 million SIPRI TIV; and an empty field indicates that no deliveries have been identified.
Figures may not add up to stated totals due to the conventions of rounding.
For the method used for the SIPRI TIV and explanations of the conventions; abbreviations and acronyms see <https://www.sipri.org/databases/armstransfers/sources-and-methods>.

Source: SIPRI Arms Transfers Database (c) SIPRI.
Data generated: 24 Dec 2025 8:08:58 AM
SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
16142,Soviet Union,Afghanistan,BMP-1,infantry fighting vehicle,Armoured vehicles,1979,Yes,25,Yes,1989,Yes,New,0.9,0.9,22.5,No
16142,Soviet Union,Afghanistan,BMP-1,infantry fighting vehicle,Armoured vehicles,1979,Yes,25,Yes,1990,Yes,New,0.9,0.9,22.5,No
16137,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1960,Yes,50,Yes,1961,Yes,Second hand,0.5,0.2,10,No
16137,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1960,Yes,50,Yes,1962,Yes,Second hand,0.5,0.2,10,No
16137,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1960,Yes,50,Yes,1963,Yes,Second hand,0.5,0.2,10,No
16137,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1960,Yes,50,Yes,1964,Yes,Second hand,0.5,0.2,10,No
16143,Soviet Union,Afghanistan,ZSU-23-4,self-propelled anti-aircraft gun,Air-defence systems,1974,Yes,20,Yes,1976,Yes,New,7,7,140,No
16150,Soviet Union,Afghanistan,S-75 Dvina,SAM system,Air-defence systems,1965,Yes,3,Yes,1966,Yes,New,17.87,17.87,53.61,No
16150,Soviet Union,Afghanistan,S-75 Dvina,SAM system,Air-defence systems,1965,Yes,3,Yes,1967,Yes,New,17.87,17.87,53.61,No
16152,Soviet Union,Afghanistan,L-29,(armed) trainer aircraft,Aircraft,1978,Yes,10,Yes,1978,No,Second hand,1,0.4,4,No
18502,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1979,Yes,12,Yes,1979,Yes,Second hand,0.5,0.2,2.4,No
18502,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1979,Yes,12,Yes,1980,Yes,Second hand,0.5,0.2,2.4,No
18502,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1979,Yes,12,Yes,1981,Yes,Second hand,0.5,0.2,2.4,No
18502,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1979,Yes,12,Yes,1982,Yes,Second hand,0.5,0.2,2.4,No
18502,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1979,Yes,12,Yes,1983,Yes,Second hand,0.5,0.2,2.4,No
18502,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1979,Yes,12,Yes,1984,Yes,Second hand,0.5,0.2,2.4,No
18502,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1979,Yes,12,Yes,1985,Yes,Second hand,0.5,0.2,2.4,No
18502,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1979,Yes,12,Yes,1986,Yes,Second hand,0.5,0.2,2.4,No
18502,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1979,Yes,12,Yes,1987,Yes,Second hand,0.5,0.2,2.4,No
18502,Soviet Union,Afghanistan,D-1 152mm,towed gun,Artillery,1979,Yes,12,Yes,1988,Yes,Second hand,0.5,0.2,2.4,No
18505,Soviet Union,Afghanistan,Mi-24D,combat helicopter,Aircraft,1984,Yes,16,Yes,1984,Yes,New,8.25,8.25,132,No
18505,Soviet Union,Afghanistan,Mi-24D,combat helicopter,Aircraft,1984,Yes,9,Yes,1986,Yes,New,8.25,8.25,74.25,No
18505,Soviet Union,Afghanistan,Mi-24D,combat helicopter,Aircraft,1984,Yes,9,Yes,1987,Yes,New,8.25,8.25,74.25,No
18505,Soviet Union,Afghanistan,Mi-24D,combat helicopter,Aircraft,1984,Yes,9,Yes,1988,Yes,New,8.25,8.25,74.25,No
18505,Soviet Union,Afghanistan,Mi-24D,combat helicopter,Aircraft,1984,Yes,9,Yes,1989,No,New,8.25,8.25,74.25,No
18505,Soviet Union,Afghanistan,Mi-24D,combat helicopter,Aircraft,1984,Yes,5,Yes,1990,No,New,8.25,8.25,41.25,No
18505,Soviet Union,Afghanistan,Mi-24D,combat helicopter,Aircraft,1984,Yes,4,Yes,1991,No,New,8.25,8.25,33,No
18501,Soviet Union,Afghanistan,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,12,Yes,1980,Yes,New,0.6,0.6,7.2,No
18501,Soviet Union,Afghanistan,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,12,Yes,1981,Yes,New,0.6,0.6,7.2,No
18501,Soviet Union,Afghanistan,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,12,Yes,1982,Yes,New,0.6,0.6,7.2,No
18501,Soviet Union,Afghanistan,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,12,Yes,1983,Yes,New,0.6,0.6,7.2,No
18501,Soviet Union,Afghanistan,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,12,Yes,1984,Yes,New,0.6,0.6,7.2,No
18501,Soviet Union,Afghanistan,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,12,Yes,1985,Yes,New,0.6,0.6,7.2,No
18501,Soviet Union,Afghanistan,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,12,Yes,1986,Yes,New,0.6,0.6,7.2,No
18501,Soviet Union,Afghanistan,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,12,Yes,1987,Yes,New,0.6,0.6,7.2,No
18501,Soviet Union,Afghanistan,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,34,Yes,1979,Yes,New,0.6,0.6,20.4,No
18501,Soviet Union,Afghanistan,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,12,Yes,1988,Yes,New,0.6,0.6,7.2,No
18509,Soviet Union,Afghanistan,An-30,reconnaissance aircraft,Aircraft,1984,Yes,1,No,1985,No,Second hand,7.5,3,3,No
18507,Soviet Union,Afghanistan,Su-22,FGA aircraft,Aircraft,1985,Yes,6,Yes,1986,Yes,New,13,13,78,No
18507,Soviet Union,Afghanistan,Su-22,FGA aircraft,Aircraft,1985,Yes,6,Yes,1987,Yes,New,13,13,78,No
18507,Soviet Union,Afghanistan,Su-22,FGA aircraft,Aircraft,1985,Yes,6,Yes,1988,Yes,New,13,13,78,No
18507,Soviet Union,Afghanistan,Su-22,FGA aircraft,Aircraft,1985,Yes,12,Yes,1989,No,New,13,13,156,No
18507,Soviet Union,Afghanistan,Su-22,FGA aircraft,Aircraft,1985,Yes,6,Yes,1990,No,New,13,13,78,No
19111,Soviet Union,Afghanistan,MiG-23MS,fighter aircraft,Aircraft,1988,Yes,23,No,1990,No,New,13,13,299,No
19111,Soviet Union,Afghanistan,MiG-23MS,fighter aircraft,Aircraft,1988,Yes,6,Yes,1988,No,New,13,13,78,No
19111,Soviet Union,Afghanistan,MiG-23MS,fighter aircraft,Aircraft,1988,Yes,24,Yes,1989,No,New,13,13,312,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,28,Yes,1979,Yes,New,0.07,0.07,1.96,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,28,Yes,1980,Yes,New,0.07,0.07,1.96,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,28,Yes,1981,Yes,New,0.07,0.07,1.96,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,30,Yes,1982,Yes,New,0.07,0.07,2.1,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,30,Yes,1983,Yes,New,0.07,0.07,2.1,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,30,Yes,1984,Yes,New,0.07,0.07,2.1,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,30,Yes,1985,Yes,New,0.07,0.07,2.1,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,30,Yes,1986,Yes,New,0.07,0.07,2.1,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,30,Yes,1987,Yes,New,0.07,0.07,2.1,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,30,Yes,1988,Yes,New,0.07,0.07,2.1,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,28,Yes,1989,Yes,New,0.07,0.07,1.96,No
19398,Soviet Union,Afghanistan,K-13M,short-range air-to-air missile,Missiles,1978,Yes,28,Yes,1990,Yes,New,0.07,0.07,1.96,No
19420,Soviet Union,Afghanistan,K-13A,short-range air-to-air missile,Missiles,1970,Yes,125,Yes,1971,Yes,New,0.04,0.04,5,No
19420,Soviet Union,Afghanistan,K-13A,short-range air-to-air missile,Missiles,1970,Yes,125,Yes,1972,Yes,New,0.04,0.04,5,No
19719,Soviet Union,Afghanistan,Su-20,FGA aircraft,Aircraft,1978,No,3,Yes,1979,Yes,New,12,12,36,No
19719,Soviet Union,Afghanistan,Su-20,FGA aircraft,Aircraft,1978,No,3,Yes,1980,Yes,New,12,12,36,No
19719,Soviet Union,Afghanistan,Su-20,FGA aircraft,Aircraft,1978,No,3,Yes,1981,Yes,New,12,12,36,No
19719,Soviet Union,Afghanistan,Su-20,FGA aircraft,Aircraft,1978,No,3,Yes,1982,Yes,New,12,12,36,No
19719,Soviet Union,Afghanistan,Su-20,FGA aircraft,Aircraft,1978,No,3,Yes,1983,Yes,New,12,12,36,No
19719,Soviet Union,Afghanistan,Su-20,FGA aircraft,Aircraft,1978,No,3,Yes,1984,Yes,New,12,12,36,No
19719,Soviet Union,Afghanistan,Su-20,FGA aircraft,Aircraft,1978,No,2,Yes,1985,Yes,New,12,12,24,No
20526,Soviet Union,Afghanistan,P-12,air-search radar,Sensors,1964,Yes,3,Yes,1965,Yes,New,4.5,4.5,13.5,No
20526,Soviet Union,Afghanistan,P-12,air-search radar,Sensors,1964,Yes,3,Yes,1967,Yes,New,4.5,4.5,13.5,No
20526,Soviet Union,Afghanistan,P-12,air-search radar,Sensors,1964,Yes,3,Yes,1966,No,New,4.5,4.5,13.5,No
20527,Soviet Union,Afghanistan,PRV-11,height-finding radar,Sensors,1964,Yes,3,Yes,1965,Yes,New,4,4,12,No
20527,Soviet Union,Afghanistan,PRV-11,height-finding radar,Sensors,1964,Yes,3,Yes,1966,Yes,New,4,4,12,No
20527,Soviet Union,Afghanistan,PRV-11,height-finding radar,Sensors,1964,Yes,3,Yes,1967,Yes,New,4,4,12,No
20528,Soviet Union,Afghanistan,P-15 radar,air-search radar,Sensors,1965,Yes,1,Yes,1966,No,New,4.5,4.5,4.5,No
20528,Soviet Union,Afghanistan,P-15 radar,air-search radar,Sensors,1965,Yes,1,Yes,1967,No,New,4.5,4.5,4.5,No
21547,Soviet Union,Afghanistan,An-32,transport aircraft,Aircraft,1986,Yes,8,Yes,1990,No,New,11,11,88,No
21547,Soviet Union,Afghanistan,An-32,transport aircraft,Aircraft,1986,Yes,25,Yes,1991,No,New,11,11,275,No
21547,Soviet Union,Afghanistan,An-32,transport aircraft,Aircraft,1986,Yes,12,Yes,1987,No,New,11,11,132,No
21547,Soviet Union,Afghanistan,An-32,transport aircraft,Aircraft,1986,Yes,14,Yes,1988,No,New,11,11,154,No
21547,Soviet Union,Afghanistan,An-32,transport aircraft,Aircraft,1986,Yes,14,Yes,1989,No,New,11,11,154,No
24238,Soviet Union,Afghanistan,9P113,surface-to-surface missile launcher,Artillery,1988,Yes,13,Yes,1988,No,Second hand,0.5,0.2,2.6,No
24718,Soviet Union,Afghanistan,MiG-17,fighter aircraft,Aircraft,1955,Yes,60,Yes,1959,Yes,New,3.5,3.5,210,No
24718,Soviet Union,Afghanistan,MiG-17,fighter aircraft,Aircraft,1955,Yes,10,Yes,1957,No,New,3.5,3.5,35,No
24718,Soviet Union,Afghanistan,MiG-17,fighter aircraft,Aircraft,1955,Yes,30,Yes,1958,No,New,3.5,3.5,105,No
24810,Soviet Union,Afghanistan,An-26,transport aircraft,Aircraft,1987,Yes,3,Yes,1987,Yes,New,8.5,8.5,25.5,No
24809,Soviet Union,Afghanistan,2S9 120mm,self-propelled gun,Artillery,1988,Yes,40,Yes,1988,Yes,Second hand,0.75,0.3,12,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1979,Yes,New,0.01,0.01,5,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1980,Yes,New,0.01,0.01,5,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1981,Yes,New,0.01,0.01,5,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1982,Yes,New,0.01,0.01,5,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1983,Yes,New,0.01,0.01,5,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1984,Yes,New,0.01,0.01,5,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1985,Yes,New,0.01,0.01,5,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1986,Yes,New,0.01,0.01,5,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1987,Yes,New,0.01,0.01,5,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1988,Yes,New,0.01,0.01,5,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1989,Yes,New,0.01,0.01,5,No
25217,Soviet Union,Afghanistan,Malyutka,anti-tank missile,Missiles,1979,Yes,500,Yes,1990,Yes,New,0.01,0.01,5,No
27904,Soviet Union,Afghanistan,MiG-21bis,fighter aircraft,Aircraft,1989,Yes,20,Yes,1989,Yes,Second hand,12.5,5,100,No
27904,Soviet Union,Afghanistan,MiG-21bis,fighter aircraft,Aircraft,1989,Yes,20,Yes,1990,Yes,Second hand,12.5,5,100,No
28613,Soviet Union,Afghanistan,BMP-2,infantry fighting vehicle,Armoured vehicles,1987,Yes,30,Yes,1987,Yes,New,0.9,0.9,27,No
28613,Soviet Union,Afghanistan,BMP-2,infantry fighting vehicle,Armoured vehicles,1987,Yes,40,Yes,1988,Yes,New,0.9,0.9,36,No
28613,Soviet Union,Afghanistan,BMP-2,infantry fighting vehicle,Armoured vehicles,1987,Yes,30,Yes,1989,Yes,New,0.9,0.9,27,No
28613,Soviet Union,Afghanistan,BMP-2,infantry fighting vehicle,Armoured vehicles,1987,Yes,30,Yes,1990,Yes,New,0.9,0.9,27,No
28613,Soviet Union,Afghanistan,BMP-2,infantry fighting vehicle,Armoured vehicles,1987,Yes,20,Yes,1991,Yes,New,0.9,0.9,18,No
28763,Soviet Union,Afghanistan,Strela-10 SAMS,mobile SAM system,Air-defence systems,1986,Yes,8,Yes,1987,Yes,New,1.25,1.25,10,No
28763,Soviet Union,Afghanistan,Strela-10 SAMS,mobile SAM system,Air-defence systems,1986,Yes,8,Yes,1988,Yes,New,1.25,1.25,10,No
29400,Soviet Union,Afghanistan,Fagot,anti-tank missile,Missiles,1987,Yes,500,Yes,1989,Yes,New,0.01,0.01,5,No
29400,Soviet Union,Afghanistan,Fagot,anti-tank missile,Missiles,1987,Yes,500,Yes,1990,Yes,New,0.01,0.01,5,No
29400,Soviet Union,Afghanistan,Fagot,anti-tank missile,Missiles,1987,Yes,500,Yes,1991,Yes,New,0.01,0.01,5,No
29610,Soviet Union,Afghanistan,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1979,Yes,25,Yes,1979,Yes,Second hand,0.15,0.06,1.5,No
29610,Soviet Union,Afghanistan,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1979,Yes,25,Yes,1980,Yes,Second hand,0.15,0.06,1.5,No
29610,Soviet Union,Afghanistan,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1979,Yes,25,Yes,1981,Yes,Second hand,0.15,0.06,1.5,No
29610,Soviet Union,Afghanistan,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1979,Yes,25,Yes,1982,Yes,Second hand,0.15,0.06,1.5,No
29610,Soviet Union,Afghanistan,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1979,Yes,25,Yes,1983,Yes,Second hand,0.15,0.06,1.5,No
29610,Soviet Union,Afghanistan,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1979,Yes,25,Yes,1984,Yes,Second hand,0.15,0.06,1.5,No
29610,Soviet Union,Afghanistan,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1979,Yes,25,Yes,1985,Yes,Second hand,0.15,0.06,1.5,No
29610,Soviet Union,Afghanistan,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1979,Yes,25,Yes,1986,Yes,Second hand,0.15,0.06,1.5,No
29610,Soviet Union,Afghanistan,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1979,Yes,25,Yes,1987,Yes,Second hand,0.15,0.06,1.5,No
29610,Soviet Union,Afghanistan,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1979,Yes,25,Yes,1988,Yes,Second hand,0.15,0.06,1.5,No
29611,Soviet Union,Afghanistan,BRDM-1,armoured reconnaissance vehicle,Armoured vehicles,1970,Yes,25,Yes,1970,Yes,Second hand,0.12,0.05,1.2,No
29611,Soviet Union,Afghanistan,BRDM-1,armoured reconnaissance vehicle,Armoured vehicles,1970,Yes,25,Yes,1971,Yes,Second hand,0.12,0.05,1.2,No
32384,Soviet Union,Afghanistan,9M37,SAM,Missiles,1986,Yes,200,Yes,1987,Yes,New,0.06,0.06,12,No
32384,Soviet Union,Afghanistan,9M37,SAM,Missiles,1986,Yes,200,Yes,1988,Yes,New,0.06,0.06,12,No
33112,Soviet Union,Afghanistan,Mi-8T,transport helicopter,Aircraft,1979,Yes,17,Yes,1981,Yes,New,6,6,102,No
33112,Soviet Union,Afghanistan,Mi-8T,transport helicopter,Aircraft,1979,Yes,19,Yes,1979,No,New,6,6,114,No
33112,Soviet Union,Afghanistan,Mi-8T,transport helicopter,Aircraft,1979,Yes,14,Yes,1980,No,New,6,6,84,No
33108,Soviet Union,Afghanistan,Strela-3,portable SAM,Missiles,1985,Yes,25,Yes,1986,Yes,New,0.06,0.06,1.5,No
33108,Soviet Union,Afghanistan,Strela-3,portable SAM,Missiles,1985,Yes,25,Yes,1987,Yes,New,0.06,0.06,1.5,No
33108,Soviet Union,Afghanistan,Strela-3,portable SAM,Missiles,1985,Yes,25,Yes,1988,Yes,New,0.06,0.06,1.5,No
33108,Soviet Union,Afghanistan,Strela-3,portable SAM,Missiles,1985,Yes,25,Yes,1989,Yes,New,0.06,0.06,1.5,No
33110,Soviet Union,Afghanistan,MiG-21MF,fighter aircraft,Aircraft,1987,Yes,10,Yes,1987,Yes,Second hand,10.7,4.28,42.8,No
33110,Soviet Union,Afghanistan,MiG-21MF,fighter aircraft,Aircraft,1987,Yes,10,Yes,1988,Yes,Second hand,10.7,4.28,42.8,No
33110,Soviet Union,Afghanistan,MiG-21MF,fighter aircraft,Aircraft,1987,Yes,10,Yes,1989,Yes,Second hand,10.7,4.28,42.8,No
33110,Soviet Union,Afghanistan,MiG-21MF,fighter aircraft,Aircraft,1987,Yes,10,Yes,1990,Yes,Second hand,10.7,4.28,42.8,No
33101,Soviet Union,Afghanistan,R-60,short-range air-to-air missile,Missiles,1988,Yes,85,Yes,1988,Yes,New,0.09,0.09,7.65,No
33101,Soviet Union,Afghanistan,R-60,short-range air-to-air missile,Missiles,1988,Yes,85,Yes,1989,Yes,New,0.09,0.09,7.65,No
33101,Soviet Union,Afghanistan,R-60,short-range air-to-air missile,Missiles,1988,Yes,80,Yes,1990,Yes,New,0.09,0.09,7.2,No
33107,Soviet Union,Afghanistan,Fleyta,anti-tank missile,Missiles,1980,Yes,333,Yes,1980,Yes,New,0.02,0.02,6.66,No
33107,Soviet Union,Afghanistan,Fleyta,anti-tank missile,Missiles,1980,Yes,334,Yes,1981,Yes,New,0.02,0.02,6.68,No
33107,Soviet Union,Afghanistan,Fleyta,anti-tank missile,Missiles,1980,Yes,333,Yes,1982,Yes,New,0.02,0.02,6.66,No
19106,Soviet Union,Afghanistan,R-17 Elbrus,surface-to-surface missile,Missiles,1988,Yes,200,Yes,1988,No,New,1.25,1.25,250,No
19106,Soviet Union,Afghanistan,R-17 Elbrus,surface-to-surface missile,Missiles,1988,Yes,700,Yes,1989,No,New,1.25,1.25,875,No
19106,Soviet Union,Afghanistan,R-17 Elbrus,surface-to-surface missile,Missiles,1988,Yes,700,Yes,1990,No,New,1.25,1.25,875,No
19106,Soviet Union,Afghanistan,R-17 Elbrus,surface-to-surface missile,Missiles,1988,Yes,700,Yes,1991,No,New,1.25,1.25,875,No
37621,Soviet Union,Afghanistan,AI-25 (2000),turbofan,Engines,1977,Yes,12,No,1977,No,New,0.6,0.6,7.2,No
37621,Soviet Union,Afghanistan,AI-25 (2000),turbofan,Engines,1977,Yes,14,Yes,1978,Yes,New,0.6,0.6,8.4,No
63787,China,Albania,CJ-6,trainer aircraft,Aircraft,1966,Yes,10,Yes,1967,No,New,0.19,0.19,1.9,No
28860,Soviet Union,Albania,Yak-18,trainer aircraft,Aircraft,1951,Yes,4,No,1951,Yes,New,0.1,0.1,0.4,No
26155,China,Albania,CJ-6,trainer aircraft,Aircraft,1962,Yes,5,Yes,1964,No,New,0.19,0.19,0.95,No
26155,China,Albania,CJ-6,trainer aircraft,Aircraft,1962,Yes,5,Yes,1963,No,New,0.19,0.19,0.95,No
20953,Soviet Union,Albania,Project-123,torpedo boat,Ships,1953,No,3,No,1954,No,Second hand,7,2.8,8.4,No
20953,Soviet Union,Albania,Project-123,torpedo boat,Ships,1953,No,3,No,1953,No,Second hand,7,2.8,8.4,No
26161,Soviet Union,Albania,MiG-19PM,fighter aircraft,Aircraft,1959,Yes,12,Yes,1959,No,New,5.5,5.5,66,No
1015,China,Albania,J-7,fighter aircraft,Aircraft,1969,Yes,12,No,1970,No,New,9,9,108,No
26157,China,Albania,An-2,light transport aircraft,Aircraft,1963,Yes,6,Yes,1963,No,New,1,1,6,No
26157,China,Albania,An-2,light transport aircraft,Aircraft,1963,Yes,7,Yes,1964,No,New,1,1,7,No
56473,Soviet Union,Albania,M-30 122mm,towed gun,Artillery,1956,Yes,50,Yes,1956,Yes,Second hand,0.45,0.18,9,No
56473,Soviet Union,Albania,M-30 122mm,towed gun,Artillery,1956,Yes,50,Yes,1957,Yes,Second hand,0.45,0.18,9,No
56473,Soviet Union,Albania,M-30 122mm,towed gun,Artillery,1956,Yes,50,Yes,1958,Yes,Second hand,0.45,0.18,9,No
56473,Soviet Union,Albania,M-30 122mm,towed gun,Artillery,1956,Yes,50,Yes,1959,Yes,Second hand,0.45,0.18,9,No
1014,China,Albania,MiG-17,fighter aircraft,Aircraft,1962,Yes,12,No,1962,No,New,3.5,3.5,42,No
16623,China,Albania,Type-63 107mm,multiple rocket launcher,Artillery,1968,Yes,35,Yes,1969,Yes,New,0.05,0.05,1.75,No
16623,China,Albania,Type-63 107mm,multiple rocket launcher,Artillery,1968,Yes,40,Yes,1970,Yes,New,0.05,0.05,2,No
16623,China,Albania,Type-63 107mm,multiple rocket launcher,Artillery,1968,Yes,40,Yes,1971,Yes,New,0.05,0.05,2,No
16623,China,Albania,Type-63 107mm,multiple rocket launcher,Artillery,1968,Yes,40,Yes,1972,Yes,New,0.05,0.05,2,No
16623,China,Albania,Type-63 107mm,multiple rocket launcher,Artillery,1968,Yes,40,Yes,1973,Yes,New,0.05,0.05,2,No
16623,China,Albania,Type-63 107mm,multiple rocket launcher,Artillery,1968,Yes,40,Yes,1974,Yes,New,0.05,0.05,2,No
16623,China,Albania,Type-63 107mm,multiple rocket launcher,Artillery,1968,Yes,35,Yes,1975,Yes,New,0.05,0.05,1.75,No
17555,Soviet Union,Albania,Project-613,submarine,Ships,1958,Yes,1,No,1959,No,Second hand,35,14,14,No
17555,Soviet Union,Albania,Project-613,submarine,Ships,1958,Yes,1,No,1960,No,Second hand,35,14,14,No
19601,Soviet Union,Albania,T-301,minesweeper,Ships,1957,No,2,No,1957,No,Second hand,6.2,2.48,4.96,No
19601,Soviet Union,Albania,T-301,minesweeper,Ships,1957,No,2,No,1959,No,Second hand,6.2,2.48,4.96,No
19601,Soviet Union,Albania,T-301,minesweeper,Ships,1957,No,2,No,1960,No,Second hand,6.2,2.48,4.96,No
19602,Soviet Union,Albania,Project-254,minesweeper,Ships,1960,Yes,2,No,1960,No,Second hand,20,8,16,No
20954,China,Albania,Type-062,patrol boat,Ships,1974,No,4,No,1974,No,New,9,9,36,No
20954,China,Albania,Type-062,patrol boat,Ships,1974,No,2,No,1975,No,New,9,9,18,No
20955,China,Albania,Huchuan,torpedo boat,Ships,1967,Yes,2,No,1974,No,New,12,12,24,No
20955,China,Albania,Huchuan,torpedo boat,Ships,1967,Yes,2,Yes,1970,Yes,New,12,12,24,No
20955,China,Albania,Huchuan,torpedo boat,Ships,1967,Yes,7,Yes,1971,No,New,12,12,84,No
20955,China,Albania,Huchuan,torpedo boat,Ships,1967,Yes,6,No,1968,No,New,12,12,72,No
20955,China,Albania,Huchuan,torpedo boat,Ships,1967,Yes,15,No,1969,No,New,12,12,180,No
20957,Soviet Union,Albania,Project-122,patrol boat,Ships,1958,No,4,No,1958,No,Second hand,12.5,5,20,No
20956,Soviet Union,Albania,Project-613,submarine,Ships,1961,No,2,No,1961,No,Second hand,35,14,28,No
21691,China,Albania,S-75 Dvina,SAM system,Air-defence systems,1970,Yes,1,Yes,1971,Yes,New,17.87,17.87,17.87,No
21691,China,Albania,S-75 Dvina,SAM system,Air-defence systems,1970,Yes,1,Yes,1972,Yes,New,17.87,17.87,17.87,No
21692,China,Albania,V-750,SAM,Missiles,1970,Yes,25,Yes,1971,Yes,New,0.12,0.12,3,No
21692,China,Albania,V-750,SAM,Missiles,1970,Yes,25,Yes,1972,Yes,New,0.12,0.12,3,No
21690,China,Albania,Type-62,light tank,Armoured vehicles,1970,Yes,35,Yes,1971,Yes,New,1,1,35,No
21689,Soviet Union,Albania,T-34-85,tank,Armoured vehicles,1955,Yes,69,Yes,1955,Yes,Second hand,0.95,0.38,26.22,No
21689,Soviet Union,Albania,T-34-85,tank,Armoured vehicles,1955,Yes,69,Yes,1956,Yes,Second hand,0.95,0.38,26.22,No
23020,China,Albania,Type-59,tank,Armoured vehicles,1965,Yes,50,Yes,1966,Yes,New,0.9,0.9,45,No
23020,China,Albania,Type-59,tank,Armoured vehicles,1965,Yes,50,Yes,1967,Yes,New,0.9,0.9,45,No
